locus_tag	gene	product	go_terms
EQU24_RS17640	rpsP	30S ribosomal protein S16	['GO:0006518', 'GO:0006996', 'GO:0003677', 'GO:0006725', 'GO:0022626', 'GO:0008152', 'GO:0009987', 'GO:0043170', 'GO:0140097', 'GO:0005886', 'GO:0022627', 'GO:1901566', 'GO:0044271', 'GO:0004536', 'GO:0044238', 'GO:0016020', 'GO:0044464', 'GO:0006259', 'GO:0043933', 'GO:0070925', 'GO:0034622', 'GO:0004518', 'GO:0090304', 'GO:0005198', 'GO:0071840', 'GO:0097159', 'GO:0043604', 'GO:0005488', 'GO:0000217', 'GO:1901564', 'GO:0010467', 'GO:0043603', 'GO:0043043', 'GO:0043226', 'GO:0022613', 'GO:1901363', 'GO:1901360', 'GO:0044444', 'GO:0008150', 'GO:0044267', 'GO:0042254', 'GO:0046483', 'GO:0003674', 'GO:0032991', 'GO:0003735', 'GO:0044391', 'GO:0090305', 'GO:0000028', 'GO:0022607', 'GO:0005737', 'GO:0005622', 'GO:0006807', 'GO:0044260', 'GO:0044424', 'GO:0004520', 'GO:0004519', 'GO:0042274', 'GO:0034645', 'GO:0015935', 'GO:0003676', 'GO:0005829', 'GO:0009058', 'GO:0016788', 'GO:0022618', 'GO:0016787', 'GO:0034641', 'GO:1990904', 'GO:0005623', 'GO:0044446', 'GO:0044445', 'GO:0071944', 'GO:1901576', 'GO:0009059', 'GO:0006412', 'GO:0071826', 'GO:0043232', 'GO:0065003', 'GO:0044422', 'GO:0003824', 'GO:0042255', 'GO:0044085', 'GO:0006139', 'GO:0005840', 'GO:0000400', 'GO:0005575', 'GO:0043228', 'GO:0044237', 'GO:0043229', 'GO:0071704', 'GO:0044249', 'GO:0016043', 'GO:0019538']
EQU24_RS17645		signal recognition particle protein	['GO:0003924', 'GO:0000166', 'GO:0006810', 'GO:0051179', 'GO:0006614', 'GO:0034613', 'GO:0042886', 'GO:0005886', 'GO:0043167', 'GO:0016020', 'GO:0033036', 'GO:0044464', 'GO:0032549', 'GO:0046907', 'GO:0030312', 'GO:0051641', 'GO:0006886', 'GO:0097159', 'GO:0005488', 'GO:0008104', 'GO:0045184', 'GO:0035639', 'GO:0001882', 'GO:0006605', 'GO:0070727', 'GO:0016817', 'GO:1901363', 'GO:0016818', 'GO:0044444', 'GO:0016462', 'GO:0008150', 'GO:0015031', 'GO:0001883', 'GO:0032991', 'GO:0003674', 'GO:0008312', 'GO:0005618', 'GO:0005737', 'GO:0005622', 'GO:0043168', 'GO:0044424', 'GO:0090150', 'GO:0048500', 'GO:0005829', 'GO:0016787', 'GO:0017111', 'GO:0040007', 'GO:0071705', 'GO:1990904', 'GO:0005623', 'GO:0071702', 'GO:0051649', 'GO:0071944', 'GO:0032553', 'GO:0036094', 'GO:0032561', 'GO:0003824', 'GO:0015833', 'GO:0072657', 'GO:0051234', 'GO:0005525', 'GO:0032550', 'GO:0019001', 'GO:0005575', 'GO:0032555', 'GO:1901265', 'GO:0017076', 'GO:0006612', 'GO:0097367']
EQU24_RS17650		cytochrome c biogenesis protein	['GO:0017004', 'GO:0020037', 'GO:0071944', 'GO:0005886', 'GO:0005575', 'GO:0016021', 'GO:0016787', 'GO:0016020', 'GO:0044464', 'GO:0005623']
EQU24_RS17655		hypothetical protein	[]
EQU24_RS17660	fliS	flagellar export chaperone FliS	['GO:0009987', 'GO:0051674', 'GO:0005198', 'GO:0051179', 'GO:0044780', 'GO:0048870', 'GO:0071973', 'GO:0005829', 'GO:0040011', 'GO:0006928', 'GO:0008150', 'GO:0097588', 'GO:0001539', 'GO:0003674']
EQU24_RS17665		IS4 family transposase	['GO:0006313', 'GO:0003677', 'GO:0004803', 'GO:0016021']
EQU24_RS17670		ISAzo13 family transposase	['GO:0003677']
EQU24_RS17675		flagellin	['GO:0009420', 'GO:0005576', 'GO:0005198', 'GO:0071973']
EQU24_RS17680		hypothetical protein	['GO:0009424', 'GO:0009288', 'GO:0051674', 'GO:0051179', 'GO:0042995', 'GO:0005576', 'GO:0048870', 'GO:0071978', 'GO:0040011', 'GO:0008150', 'GO:0007155', 'GO:0009987', 'GO:0009421', 'GO:0005575', 'GO:0043228', 'GO:0071973', 'GO:0043226', 'GO:0044464', 'GO:0006928', 'GO:0005623', 'GO:0097588', 'GO:0001539']
EQU24_RS17685		flagellar protein FlaG	[]
EQU24_RS17690		flagellin	['GO:0009420', 'GO:0005576', 'GO:0005198', 'GO:0071973']
EQU24_RS17695		glycosyltransferase	['GO:0016740']
EQU24_RS17700		IS66 family transposase	[]
EQU24_RS17705		FkbM family methyltransferase	['GO:0008168', 'GO:0032259']
EQU24_RS17710		glycosyltransferase family 4 protein	['GO:0016740']
EQU24_RS17715		hypothetical protein	['GO:0003824']
EQU24_RS17720		FkbM family methyltransferase	['GO:0008168', 'GO:0032259']
EQU24_RS17725		class I SAM-dependent methyltransferase	['GO:0008168', 'GO:0032259']
EQU24_RS17730		radical SAM protein	['GO:0003824', 'GO:0051536']
EQU24_RS17735		radical SAM protein	['GO:0003824', 'GO:0051536']
EQU24_RS17740		glycosyltransferase	['GO:0016740']
EQU24_RS17745		NAD(P)-dependent oxidoreductase	['GO:0003824', 'GO:0050662']
EQU24_RS17750	rfbC	dTDP-4-dehydrorhamnose 3,5-epimerase	['GO:0019305', 'GO:0008830']
EQU24_RS17755	rfbH	lipopolysaccharide biosynthesis protein RfbH	['GO:0008483']
EQU24_RS17760		hypothetical protein	[]
EQU24_RS17765	rfbG	CDP-glucose 4,6-dehydratase	['GO:0047733']
EQU24_RS17770	rfbF	glucose-1-phosphate cytidylyltransferase	['GO:0047343', 'GO:0009058']
EQU24_RS17780		DUF29 domain-containing protein	[]
EQU24_RS17785		transposase	['GO:0006313', 'GO:0003677', 'GO:0004803']
EQU24_RS17790		AAA family ATPase	[]
EQU24_RS17795		ATP-binding protein	[]
EQU24_RS17800		AAA family ATPase	[]
EQU24_RS17805		MBL fold metallo-hydrolase	['GO:0016787']
EQU24_RS17810		Uma2 family endonuclease	['GO:0004519', 'GO:0090305']
EQU24_RS17815		DEAD/DEAH box helicase	['GO:0005524', 'GO:0004386', 'GO:0008270']
EQU24_RS17820	groL	chaperonin GroEL	['GO:0000166', 'GO:0048583', 'GO:0006457', 'GO:0009314', 'GO:0008144', 'GO:0009967', 'GO:0019058', 'GO:0009966', 'GO:0033655', 'GO:0044218', 'GO:0044406', 'GO:0009987', 'GO:0043657', 'GO:0044421', 'GO:0044175', 'GO:0043167', 'GO:0044217', 'GO:0009408', 'GO:0000287', 'GO:0020003', 'GO:0005524', 'GO:0044464', 'GO:0044403', 'GO:0044419', 'GO:0044650', 'GO:0050789', 'GO:0019068', 'GO:0033648', 'GO:0044279', 'GO:1901222', 'GO:0097159', 'GO:0043656', 'GO:1901224', 'GO:0010646', 'GO:0005488', 'GO:0016465', 'GO:0051704', 'GO:2000535', 'GO:0033646', 'GO:0044174', 'GO:0035639', 'GO:0005515', 'GO:0033643', 'GO:1902531', 'GO:1902533', 'GO:0016817', 'GO:0043226', 'GO:0048584', 'GO:1901363', 'GO:0016818', 'GO:0044764', 'GO:0044444', 'GO:0044216', 'GO:0048518', 'GO:0016462', 'GO:0008150', 'GO:0050794', 'GO:0032559', 'GO:0051084', 'GO:0003674', 'GO:0032991', 'GO:0051082', 'GO:0048522', 'GO:0033647', 'GO:0033644', 'GO:0005737', 'GO:0046872', 'GO:0005622', 'GO:0043169', 'GO:0044424', 'GO:0043168', 'GO:0065010', 'GO:0043230', 'GO:0050896', 'GO:0042802', 'GO:0006458', 'GO:0065007', 'GO:0009986', 'GO:0022610', 'GO:0005829', 'GO:0017111', 'GO:0016787', 'GO:0005623', 'GO:0061077', 'GO:0016887', 'GO:0044445', 'GO:0006950', 'GO:0032553', 'GO:0036094', 'GO:0030554', 'GO:0030430', 'GO:0005576', 'GO:0009266', 'GO:0043903', 'GO:0043227', 'GO:0003824', 'GO:0018995', 'GO:0010647', 'GO:0023051', 'GO:0043900', 'GO:0023056', 'GO:0051085', 'GO:0042026', 'GO:0005575', 'GO:1901265', 'GO:0016032', 'GO:0032555', 'GO:0044215', 'GO:0101031', 'GO:0009628', 'GO:0017076', 'GO:0044183', 'GO:0046812', 'GO:1990220', 'GO:0097367']
EQU24_RS17825		co-chaperone GroES	['GO:0051082', 'GO:0005737', 'GO:0046872', 'GO:0005622', 'GO:0051087', 'GO:0043169', 'GO:0044424', 'GO:0006457', 'GO:0050896', 'GO:0019058', 'GO:0006458', 'GO:0042802', 'GO:0009987', 'GO:0043167', 'GO:0042221', 'GO:0009408', 'GO:0005829', 'GO:0005524', 'GO:0044464', 'GO:0005623', 'GO:0044403', 'GO:0044419', 'GO:0061077', 'GO:0019068', 'GO:0044445', 'GO:0006950', 'GO:0006986', 'GO:0009266', 'GO:0035966', 'GO:0005488', 'GO:0016465', 'GO:0051704', 'GO:0008150', 'GO:0005515', 'GO:0051085', 'GO:0005575', 'GO:0101031', 'GO:0016032', 'GO:0009628', 'GO:0044444', 'GO:0051084', 'GO:0010033', 'GO:1990220', 'GO:0032991', 'GO:0003674']
EQU24_RS17830	soxB	thiosulfohydrolase SoxB	['GO:0000166', 'GO:0009166', 'GO:0016787']
EQU24_RS17835	lnt	apolipoprotein N-acyltransferase	['GO:0005886', 'GO:0016410', 'GO:0016021', 'GO:0042158']
EQU24_RS17840		HD-GYP domain-containing protein	['GO:0016787']
EQU24_RS17845		ParA family protein	[]
EQU24_RS17850		hypothetical protein	[]
EQU24_RS17855		leucine--tRNA ligase	['GO:0006520', 'GO:0006518', 'GO:0043038', 'GO:0006725', 'GO:0008152', 'GO:0009987', 'GO:0043170', 'GO:1901566', 'GO:0044271', 'GO:0044238', 'GO:0005524', 'GO:0044464', 'GO:0043436', 'GO:0090304', 'GO:0006429', 'GO:0043604', 'GO:0019752', 'GO:0042981', 'GO:1901564', 'GO:0010467', 'GO:0016070', 'GO:0043603', 'GO:0016874', 'GO:0043043', 'GO:1901360', 'GO:0044444', 'GO:0008150', 'GO:0044267', 'GO:0046483', 'GO:0003674', 'GO:0005737', 'GO:0006399', 'GO:0005622', 'GO:0006807', 'GO:0044260', 'GO:0044424', 'GO:0016875', 'GO:0004823', 'GO:0034645', 'GO:0034660', 'GO:0002161', 'GO:0140101', 'GO:0005829', 'GO:0009058', 'GO:0034641', 'GO:0005623', 'GO:0009059', 'GO:1901576', 'GO:0004812', 'GO:0006412', 'GO:0106074', 'GO:0003824', 'GO:0006139', 'GO:0006082', 'GO:0140098', 'GO:0005575', 'GO:0044281', 'GO:0044237', 'GO:0043039', 'GO:0071704', 'GO:0044249', 'GO:0019538', 'GO:0006418']
EQU24_RS17860		hypothetical protein	['GO:0006810', 'GO:0022607', 'GO:0030313', 'GO:0031975', 'GO:0043163', 'GO:0003674', 'GO:0006869', 'GO:0051179', 'GO:0044462', 'GO:0009279', 'GO:0015920', 'GO:0009987', 'GO:0045229', 'GO:0043165', 'GO:0001530', 'GO:0008289', 'GO:0061024', 'GO:0016020', 'GO:0033036', 'GO:0044464', 'GO:1901264', 'GO:0005623', 'GO:0071702', 'GO:0071709', 'GO:0044091', 'GO:0071944', 'GO:0030312', 'GO:0071840', 'GO:0010876', 'GO:0005488', 'GO:0044085', 'GO:0051234', 'GO:0019867', 'GO:0005575', 'GO:0008150', 'GO:0016043', 'GO:0097367']
EQU24_RS17865		DNA polymerase III subunit delta	['GO:0032991', 'GO:0005622', 'GO:0009360', 'GO:0006807', 'GO:0044260', 'GO:0044424', 'GO:1990234', 'GO:0003677', 'GO:0071897', 'GO:0006725', 'GO:0034645', 'GO:0008152', 'GO:0009987', 'GO:0043170', 'GO:0009058', 'GO:0034641', 'GO:0044238', 'GO:0044464', 'GO:0006259', 'GO:0005623', 'GO:0090304', 'GO:1902494', 'GO:0006260', 'GO:0009059', 'GO:1901576', 'GO:0006261', 'GO:0003887', 'GO:0008150', 'GO:0006139', 'GO:0005575', 'GO:0044237', 'GO:0061695', 'GO:1901360', 'GO:0071704', 'GO:0044249', 'GO:0042575', 'GO:0046483']
EQU24_RS17870		HAMP domain-containing histidine kinase	['GO:0005524', 'GO:0016301', 'GO:0016310']
EQU24_RS17875		response regulator	['GO:0005515', 'GO:0000160']
EQU24_RS17880	htpG	molecular chaperone HtpG	['GO:0051082', 'GO:0005618', 'GO:0070887', 'GO:1901701', 'GO:0005737', 'GO:0005622', 'GO:0044424', 'GO:0033554', 'GO:0042623', 'GO:1901700', 'GO:0006457', 'GO:0050896', 'GO:0042802', 'GO:0006974', 'GO:0009987', 'GO:0000303', 'GO:0000302', 'GO:0010035', 'GO:0005886', 'GO:0042221', 'GO:0009408', 'GO:0005829', 'GO:0016787', 'GO:0017111', 'GO:0016020', 'GO:0005524', 'GO:0044464', 'GO:0005623', 'GO:0034599', 'GO:0016887', 'GO:0071944', 'GO:0030312', 'GO:0006950', 'GO:0005576', 'GO:0009266', 'GO:0071450', 'GO:0005488', 'GO:0003824', 'GO:0051716', 'GO:0008150', 'GO:0006979', 'GO:0005515', 'GO:0005575', 'GO:0034614', 'GO:0016817', 'GO:0000305', 'GO:0009628', 'GO:0016818', 'GO:0044444', 'GO:0071451', 'GO:0016462', 'GO:0003674']
EQU24_RS17885		IS110 family transposase	['GO:0006313', 'GO:0003677', 'GO:0004803']
EQU24_RS17890		plasmid maintenance protein CcdB	['GO:2000372', 'GO:0008657', 'GO:0006276']
EQU24_RS17895		acetoacetyl-CoA synthase	[]
EQU24_RS17900	speE	polyamine aminopropyltransferase	['GO:0003674', 'GO:0005737', 'GO:0005622', 'GO:0006807', 'GO:0044424', 'GO:0006596', 'GO:0008216', 'GO:0043919', 'GO:0006576', 'GO:0008152', 'GO:0043918', 'GO:0009987', 'GO:0010487', 'GO:0005829', 'GO:0008295', 'GO:0009058', 'GO:0034641', 'GO:0044271', 'GO:1901566', 'GO:0044464', 'GO:0016740', 'GO:0005623', 'GO:0097164', 'GO:0009308', 'GO:0050314', 'GO:1901576', 'GO:0006595', 'GO:0004766', 'GO:0044106', 'GO:0003824', 'GO:0008150', 'GO:0042401', 'GO:1901564', 'GO:0009309', 'GO:0005575', 'GO:0044237', 'GO:0044444', 'GO:0071704', 'GO:0044249', 'GO:0016765']
EQU24_RS17910	speA	biosynthetic arginine decarboxylase	['GO:0006525', 'GO:0006520', 'GO:0016831', 'GO:0046872', 'GO:0006807', 'GO:0006596', 'GO:0009056', 'GO:1901606', 'GO:0006576', 'GO:0008152', 'GO:0009445', 'GO:0009064', 'GO:0009987', 'GO:1901566', 'GO:0008295', 'GO:0009058', 'GO:0034641', 'GO:0044271', 'GO:0044238', 'GO:0009446', 'GO:0043436', 'GO:0016054', 'GO:0046395', 'GO:0044248', 'GO:0009063', 'GO:0097164', 'GO:0009308', 'GO:0044282', 'GO:1901576', 'GO:1901575', 'GO:0006527', 'GO:0006595', 'GO:0008792', 'GO:0044106', 'GO:0003824', 'GO:0019752', 'GO:0008150', 'GO:0042401', 'GO:1901564', 'GO:1901605', 'GO:0009309', 'GO:0006082', 'GO:0016829', 'GO:0016830', 'GO:0044281', 'GO:0009065', 'GO:0044237', 'GO:0071704', 'GO:0044249', 'GO:1901565', 'GO:0003674']
EQU24_RS17915		hypothetical protein	['GO:0002088', 'GO:0007601', 'GO:0005212', 'GO:0002009']
EQU24_RS17920		type II toxin-antitoxin system RelE/ParE family toxin	['GO:0016021']
EQU24_RS17925		NAD(P)-dependent oxidoreductase	['GO:0006520', 'GO:0005737', 'GO:0005622', 'GO:0006807', 'GO:0044424', 'GO:0009056', 'GO:0005739', 'GO:1901606', 'GO:0008152', 'GO:0005759', 'GO:0051287', 'GO:0016491', 'GO:0009987', 'GO:0009083', 'GO:0044238', 'GO:0044429', 'GO:0044464', 'GO:0043436', 'GO:0005623', 'GO:0043233', 'GO:0044446', 'GO:0016054', 'GO:0046395', 'GO:0044248', 'GO:0009063', 'GO:0008442', 'GO:0016614', 'GO:0044282', 'GO:0006574', 'GO:0009081', 'GO:1901575', 'GO:0043231', 'GO:0043227', 'GO:0044422', 'GO:0003824', 'GO:0055114', 'GO:0019752', 'GO:1901564', 'GO:0050661', 'GO:1901605', 'GO:0006082', 'GO:0031974', 'GO:0005575', 'GO:0044281', 'GO:0006573', 'GO:0043226', 'GO:0016616', 'GO:0044237', 'GO:0043229', 'GO:0070013', 'GO:0044444', 'GO:0071704', 'GO:0008150', 'GO:1901565', 'GO:0003674']
EQU24_RS17930		hypothetical protein	[]
EQU24_RS17935		hypothetical protein	[]
EQU24_RS17940		homoserine O-succinyltransferase	['GO:0006520', 'GO:0005737', 'GO:0006807', 'GO:0008899', 'GO:0009066', 'GO:0046394', 'GO:0016746', 'GO:0008152', 'GO:0009987', 'GO:0009086', 'GO:0006790', 'GO:0000096', 'GO:1901566', 'GO:0009058', 'GO:0044238', 'GO:0016740', 'GO:0043436', 'GO:0016053', 'GO:0008374', 'GO:1901576', 'GO:0009067', 'GO:1901607', 'GO:0000097', 'GO:0044272', 'GO:0044283', 'GO:0003824', 'GO:0019752', 'GO:0008150', 'GO:1901564', 'GO:0004414', 'GO:1901605', 'GO:0006082', 'GO:0016750', 'GO:0008652', 'GO:0006555', 'GO:0044281', 'GO:0044237', 'GO:0016747', 'GO:0071704', 'GO:0044249', 'GO:0016748', 'GO:0003674']
EQU24_RS17945		nucleoside deaminase	['GO:0006807', 'GO:0008892', 'GO:0008270', 'GO:0043412', 'GO:0002100', 'GO:0006139', 'GO:0008152', 'GO:0006725', 'GO:0009987', 'GO:0043170', 'GO:0009451', 'GO:0016070', 'GO:0044237', 'GO:0008251', 'GO:0034641', 'GO:1901360', 'GO:0044238', 'GO:0071704', 'GO:0008150', 'GO:0090304', 'GO:0046483']
EQU24_RS17950		hypothetical protein	[]
EQU24_RS17955		DUF2066 domain-containing protein	[]
EQU24_RS17960	purM	phosphoribosylformylglycinamidine cyclo-ligase	['GO:0009260', 'GO:0005737', 'GO:0005622', 'GO:0006807', 'GO:0006163', 'GO:0016882', 'GO:0044424', 'GO:0009150', 'GO:0004641', 'GO:0006796', 'GO:1901362', 'GO:0019637', 'GO:0006725', 'GO:0008152', 'GO:0018130', 'GO:0009987', 'GO:0009165', 'GO:0009117', 'GO:0005829', 'GO:0009058', 'GO:0034641', 'GO:0044271', 'GO:1901566', 'GO:0044238', 'GO:0009152', 'GO:0005524', 'GO:0044464', 'GO:0090407', 'GO:0005623', 'GO:1901135', 'GO:1901293', 'GO:0072521', 'GO:0009259', 'GO:1901576', 'GO:0016879', 'GO:0006793', 'GO:0055086', 'GO:0006189', 'GO:0019438', 'GO:0019693', 'GO:0003824', 'GO:0008150', 'GO:0006139', 'GO:1901564', 'GO:0006164', 'GO:0044444', 'GO:0005575', 'GO:0034654', 'GO:0016874', 'GO:0044281', 'GO:0044237', 'GO:1901360', 'GO:1901137', 'GO:0072522', 'GO:0046390', 'GO:0071704', 'GO:0044249', 'GO:0006753', 'GO:0046483', 'GO:0003674']
EQU24_RS17970		hypothetical protein	[]
EQU24_RS17980		hypothetical protein	[]
EQU24_RS17985		addiction module toxin, HicA family	['GO:0003729']
EQU24_RS17990		hypothetical protein	[]
EQU24_RS17995		hypothetical protein	[]
EQU24_RS18000		alkylphosphonate utilization protein	['GO:0005737', 'GO:0005622', 'GO:0005575', 'GO:0044424', 'GO:0005829', 'GO:0016787', 'GO:0044444', 'GO:0044464', 'GO:0005623']
EQU24_RS18005		hypothetical protein	['GO:0016020']
EQU24_RS18010	topA	type I DNA topoisomerase	['GO:0051276', 'GO:0005737', 'GO:0046872', 'GO:0005622', 'GO:0003917', 'GO:0006807', 'GO:0044260', 'GO:0044424', 'GO:0006996', 'GO:0003677', 'GO:0006725', 'GO:0008152', 'GO:0009987', 'GO:0043170', 'GO:0140097', 'GO:0006265', 'GO:0005829', 'GO:0034641', 'GO:0044238', 'GO:0044464', 'GO:0006259', 'GO:0005623', 'GO:0090304', 'GO:0071840', 'GO:0071103', 'GO:0005694', 'GO:0003824', 'GO:0006139', 'GO:0003916', 'GO:0005575', 'GO:0044237', 'GO:0016853', 'GO:1901360', 'GO:0044444', 'GO:0071704', 'GO:0008150', 'GO:0016043', 'GO:0046483', 'GO:0003674']
EQU24_RS18015		DUF494 domain-containing protein	[]
EQU24_RS18020	dprA	DNA-protecting protein DprA	['GO:0009294']
EQU24_RS18025		LysM peptidoglycan-binding domain-containing protein	[]
EQU24_RS18030		peptide deformylase	['GO:0005737', 'GO:0046872', 'GO:0005622', 'GO:0043686', 'GO:0006807', 'GO:0043169', 'GO:0044260', 'GO:0044424', 'GO:0044877', 'GO:0043021', 'GO:0018206', 'GO:0008152', 'GO:0009987', 'GO:0043170', 'GO:0043167', 'GO:0005829', 'GO:0008198', 'GO:0016787', 'GO:0005506', 'GO:0044238', 'GO:0044464', 'GO:0005623', 'GO:0042586', 'GO:0018193', 'GO:0046914', 'GO:0031365', 'GO:0006412', 'GO:0006464', 'GO:0008270', 'GO:0043412', 'GO:0036211', 'GO:0005488', 'GO:0003824', 'GO:0008463', 'GO:1901564', 'GO:0005575', 'GO:0044237', 'GO:0016811', 'GO:0043022', 'GO:0044444', 'GO:0071704', 'GO:0008150', 'GO:0044267', 'GO:0016810', 'GO:0019538', 'GO:0003674']
EQU24_RS18035		methionyl-tRNA formyltransferase	['GO:0006520', 'GO:0006518', 'GO:0043038', 'GO:0006725', 'GO:0008152', 'GO:0006400', 'GO:0009987', 'GO:0043170', 'GO:1901566', 'GO:0044271', 'GO:0044238', 'GO:0044464', 'GO:0043436', 'GO:0090304', 'GO:0006464', 'GO:0043412', 'GO:0043604', 'GO:0006396', 'GO:0019752', 'GO:1901564', 'GO:0010467', 'GO:0016741', 'GO:0009451', 'GO:0016070', 'GO:0043603', 'GO:0043043', 'GO:1901360', 'GO:0044444', 'GO:0008150', 'GO:0044267', 'GO:0046483', 'GO:0003674', 'GO:0005737', 'GO:0006399', 'GO:0005622', 'GO:0034470', 'GO:0006807', 'GO:0044260', 'GO:0044424', 'GO:0071951', 'GO:0034645', 'GO:0006431', 'GO:0034660', 'GO:0140101', 'GO:0005829', 'GO:0009058', 'GO:0019988', 'GO:0034641', 'GO:0016742', 'GO:0040007', 'GO:0016740', 'GO:0005623', 'GO:0006413', 'GO:0008033', 'GO:0009059', 'GO:1901576', 'GO:0006412', 'GO:0004479', 'GO:0036211', 'GO:0003824', 'GO:0006139', 'GO:0006082', 'GO:0140098', 'GO:0005575', 'GO:0044281', 'GO:0044237', 'GO:0043039', 'GO:0071704', 'GO:0044249', 'GO:0019538', 'GO:0006418']
EQU24_RS18040	rsmB	16S rRNA (cytosine(967)-C(5))-methyltransferase RsmB	['GO:0031167', 'GO:0005737', 'GO:0008757', 'GO:0005622', 'GO:0034470', 'GO:0006807', 'GO:0044260', 'GO:0044424', 'GO:0008173', 'GO:0043414', 'GO:0009383', 'GO:0008649', 'GO:0008168', 'GO:0006725', 'GO:0001510', 'GO:0008152', 'GO:0034660', 'GO:0009987', 'GO:0043170', 'GO:0005829', 'GO:0016072', 'GO:0034641', 'GO:0044238', 'GO:0000154', 'GO:0044464', 'GO:0016740', 'GO:0005623', 'GO:0090304', 'GO:0003723', 'GO:0071840', 'GO:0008169', 'GO:0043412', 'GO:0006396', 'GO:0003824', 'GO:0016434', 'GO:0006139', 'GO:0044085', 'GO:0006364', 'GO:0010467', 'GO:0006355', 'GO:0016741', 'GO:0009451', 'GO:0016070', 'GO:0005575', 'GO:0140098', 'GO:0032259', 'GO:0044237', 'GO:0022613', 'GO:1901360', 'GO:0140102', 'GO:0044444', 'GO:0071704', 'GO:0008150', 'GO:0070475', 'GO:0042254', 'GO:0046483', 'GO:0003674']
EQU24_RS18045		DUF4390 domain-containing protein	[]
EQU24_RS18050		HAMP domain-containing protein	['GO:0005623', 'GO:0000155', 'GO:0071944', 'GO:0000160', 'GO:0018106', 'GO:0006355', 'GO:0005886', 'GO:0005575', 'GO:0016021', 'GO:0023014', 'GO:0016020', 'GO:0005524', 'GO:0044464']
EQU24_RS18055		sigma-54-dependent Fis family transcriptional regulator	['GO:0043565', 'GO:0000160', 'GO:0006355', 'GO:0005524', 'GO:0008134']
EQU24_RS18060	rplM	50S ribosomal protein L13	['GO:2000112', 'GO:0006518', 'GO:0010558', 'GO:0010468', 'GO:0032268', 'GO:0022626', 'GO:0008152', 'GO:0080090', 'GO:0009987', 'GO:0043170', 'GO:0005886', 'GO:0043167', 'GO:1901566', 'GO:0044271', 'GO:0044238', 'GO:0016020', 'GO:0044464', 'GO:0048519', 'GO:0050789', 'GO:0019843', 'GO:0031324', 'GO:0003723', 'GO:0030312', 'GO:0005198', 'GO:0046914', 'GO:0034248', 'GO:0006417', 'GO:0051248', 'GO:0070180', 'GO:0022625', 'GO:0097159', 'GO:0043604', 'GO:0031327', 'GO:0005488', 'GO:0051171', 'GO:1901564', 'GO:0010467', 'GO:0031326', 'GO:0043603', 'GO:0043043', 'GO:0043226', 'GO:1901363', 'GO:0060255', 'GO:0044444', 'GO:0008150', 'GO:0044267', 'GO:0050794', 'GO:0003729', 'GO:0034249', 'GO:0003674', 'GO:0032991', 'GO:0003735', 'GO:0017148', 'GO:0044391', 'GO:0005618', 'GO:0009892', 'GO:0005737', 'GO:0046872', 'GO:0010556', 'GO:0005622', 'GO:0006807', 'GO:0044260', 'GO:0044424', 'GO:0043169', 'GO:0010608', 'GO:2000113', 'GO:0034645', 'GO:0051172', 'GO:0065007', 'GO:0003676', 'GO:0051246', 'GO:0009058', 'GO:0005829', 'GO:0034641', 'GO:0040007', 'GO:1990904', 'GO:0005623', 'GO:0044446', 'GO:0044445', 'GO:0071944', 'GO:0031323', 'GO:0009889', 'GO:1901576', 'GO:0009059', 'GO:0006412', 'GO:0010605', 'GO:0010629', 'GO:0008270', 'GO:0043232', 'GO:0044422', 'GO:0015934', 'GO:0005840', 'GO:0005575', 'GO:0019222', 'GO:0043228', 'GO:0048523', 'GO:0044237', 'GO:0009890', 'GO:0043229', 'GO:0032269', 'GO:0071704', 'GO:0044249', 'GO:0019538']
EQU24_RS18065	rpsI	30S ribosomal protein S9	['GO:0006518', 'GO:0030490', 'GO:0006725', 'GO:0022626', 'GO:0008152', 'GO:0009987', 'GO:0043170', 'GO:0022627', 'GO:1901566', 'GO:0016072', 'GO:0044271', 'GO:0044238', 'GO:0000462', 'GO:0044464', 'GO:0090304', 'GO:0003723', 'GO:0005198', 'GO:0071840', 'GO:0097159', 'GO:0043604', 'GO:0006396', 'GO:0005488', 'GO:0006364', 'GO:1901564', 'GO:0010467', 'GO:0016070', 'GO:0043603', 'GO:0043043', 'GO:0043226', 'GO:0022613', 'GO:1901363', 'GO:1901360', 'GO:0044444', 'GO:0008150', 'GO:0044267', 'GO:0042254', 'GO:0046483', 'GO:0032991', 'GO:0003674', 'GO:0003735', 'GO:0044391', 'GO:0005737', 'GO:0034470', 'GO:0005622', 'GO:0006807', 'GO:0044260', 'GO:0044424', 'GO:0042274', 'GO:0034645', 'GO:0015935', 'GO:0034660', 'GO:0003676', 'GO:0005829', 'GO:0009058', 'GO:0034641', 'GO:1990904', 'GO:0005623', 'GO:0044446', 'GO:0044445', 'GO:0009059', 'GO:1901576', 'GO:0006412', 'GO:0043232', 'GO:0044422', 'GO:0044085', 'GO:0006139', 'GO:0005840', 'GO:0005575', 'GO:0043228', 'GO:0044237', 'GO:0043229', 'GO:0071704', 'GO:0044249', 'GO:0019538']
EQU24_RS18070		hypothetical protein	['GO:0016021']
